"Measure.ID","Score","Score_numeric"
"OP_29","72",72
"OP_29","100",100
"OP_29","86",86
"OP_29","65",65
"OP_29","67",67
"OP_29","83",83
"OP_29","99",99
"OP_29",NA,NA
"OP_29",NA,NA
"OP_29","99",99
"OP_29","83",83
"OP_29",NA,NA
"OP_29","97",97
"OP_29","92",92
"OP_29","97",97
"OP_29","99",99
"OP_29","100",100
"OP_29","100",100
"OP_29","17",17
"OP_29","95",95
"OP_29","71",71
"OP_29",NA,NA
"OP_29","100",100
"OP_29","100",100
"OP_29","93",93
"OP_29",NA,NA
"OP_29","84",84
"OP_29","82",82
"OP_29","95",95
"OP_29","100",100
"OP_29","88",88
"OP_29","94",94
"OP_29","90",90
"OP_29","100",100
"OP_29","97",97
"OP_29","94",94
"OP_29","97",97
"OP_29","92",92
"OP_29",NA,NA
"OP_29",NA,NA
"OP_29","100",100
"OP_29","99",99
"OP_29","95",95
"OP_29","54",54
"OP_29","93",93
"OP_29",NA,NA
"OP_29","75",75
"OP_29",NA,NA
"OP_29","100",100
"OP_29","100",100
"OP_29",NA,NA
"OP_29","92",92
"OP_29","71",71
"OP_29","99",99
"OP_29",NA,NA
"OP_29","95",95
"OP_29","100",100
"OP_29","94",94
"OP_29","100",100
"OP_29","100",100
"OP_29",NA,NA
"OP_29",NA,NA
"OP_29",NA,NA
"OP_29","64",64
"OP_29","89",89
"OP_29","95",95
"OP_29",NA,NA
"OP_29",NA,NA
"OP_29","100",100
"OP_29",NA,NA
"OP_29","100",100
"OP_29","100",100
"OP_29","75",75
"OP_29","100",100
"OP_29","99",99
"OP_29",NA,NA
"OP_29",NA,NA
"OP_29",NA,NA
"OP_29",NA,NA
"OP_29",NA,NA
"OP_29",NA,NA
"OP_29",NA,NA
"OP_29","96",96
"OP_29","100",100
"OP_29",NA,NA
"OP_29",NA,NA
"OP_29",NA,NA
"OP_29","80",80
"OP_29","88",88
"OP_29","76",76
"OP_29","63",63
"OP_29","96",96
"OP_29",NA,NA
"OP_29","96",96
"OP_29","87",87
"OP_29","79",79
"OP_29","95",95
"OP_29",NA,NA
"OP_29",NA,NA
"OP_29",NA,NA
"OP_29",NA,NA
"OP_29",NA,NA
"OP_29",NA,NA
"OP_29",NA,NA
"OP_29",NA,NA
"OP_29",NA,NA
"OP_29","89",89
"OP_29",NA,NA
"OP_29","100",100
"OP_29",NA,NA
"OP_29","100",100
"OP_29","92",92
"OP_29","91",91
"OP_29","91",91
"OP_29","89",89
"OP_29","100",100
"OP_29","98",98
"OP_29","81",81
"OP_29","100",100
"OP_29","100",100
"OP_29",NA,NA
"OP_29","92",92
"OP_29","92",92
"OP_29","100",100
"OP_29","59",59
"OP_29","94",94
"OP_29","96",96
"OP_29","65",65
"OP_29","100",100
"OP_29","81",81
"OP_29","100",100
"OP_29","97",97
"OP_29","97",97
"OP_29",NA,NA
"OP_29","81",81
"OP_29",NA,NA
"OP_29",NA,NA
"OP_29",NA,NA
"OP_29",NA,NA
"OP_29","95",95
"OP_29","84",84
"OP_29","97",97
"OP_29","98",98
"OP_29","99",99
"OP_29","98",98
"OP_29","78",78
"OP_29","75",75
"OP_29","72",72
"OP_29",NA,NA
"OP_29",NA,NA
"OP_29",NA,NA
"OP_29","71",71
"OP_29","100",100
"OP_29",NA,NA
"OP_29",NA,NA
"OP_29","99",99
"OP_29","93",93
"OP_29","100",100
"OP_29","98",98
"OP_29","68",68
"OP_29","100",100
"OP_29","94",94
"OP_29","100",100
"OP_29",NA,NA
"OP_29",NA,NA
"OP_29","100",100
"OP_29",NA,NA
"OP_29",NA,NA
"OP_29","67",67
"OP_29","94",94
"OP_29",NA,NA
"OP_29",NA,NA
"OP_29",NA,NA
"OP_29",NA,NA
"OP_29",NA,NA
"OP_29",NA,NA
"OP_29",NA,NA
"OP_29","100",100
"OP_29",NA,NA
"OP_29",NA,NA
"OP_29",NA,NA
"OP_29",NA,NA
"OP_29","87",87
"OP_29",NA,NA
"OP_29",NA,NA
"OP_29",NA,NA
"OP_29",NA,NA
"OP_29",NA,NA
"OP_29","100",100
"OP_29","53",53
"OP_29",NA,NA
"OP_29",NA,NA
"OP_29","93",93
"OP_29","100",100
"OP_29","74",74
"OP_29",NA,NA
"OP_29","98",98
"OP_29","92",92
"OP_29","98",98
"OP_29",NA,NA
"OP_29","99",99
"OP_29","100",100
"OP_29",NA,NA
"OP_29","100",100
"OP_29","100",100
"OP_29","98",98
"OP_29","93",93
"OP_29","92",92
"OP_29","97",97
"OP_29","100",100
"OP_29","98",98
"OP_29","37",37
"OP_29","100",100
