"facility_id","target","EDV","HCP_COVID_19","IMM_3","OP_18b","OP_18c","OP_22","OP_29","SAFE_USE_OF_OPIOIDS","SEP_1","SEV_SEP_3HR","SEV_SEP_6HR","ed_flow_pc1","prevention_pc1"
"100080",1.0673,4,0,33,140,220,1,93,19,87,91,98,-0.440744278798658,-0.895838902015376
"100080",0.9901,4,0,33,140,220,1,93,19,87,91,98,-0.440744278798658,-0.895838902015376
"100080",1.14,4,0,33,140,220,1,93,19,87,91,98,-0.440744278798658,-0.895838902015376
"100080",1.0209,4,0,33,140,220,1,93,19,87,91,98,-0.440744278798658,-0.895838902015376
"100084",0.9949,3,0.4,81,198,288,4,100,17,75,83,92,-1.40982626424117,-0.600501406888886
"100084",0.9854,3,0.4,81,198,288,4,100,17,75,83,92,-1.40982626424117,-0.600501406888886
"100084",1.0114,3,0.4,81,198,288,4,100,17,75,83,92,-1.40982626424117,-0.600501406888886
"100084",0.9475,3,0.4,81,198,288,4,100,17,75,83,92,-1.40982626424117,-0.600501406888886
"100084",1.0682,3,0.4,81,198,288,4,100,17,75,83,92,-1.40982626424117,-0.600501406888886
"100084",1.0467,3,0.4,81,198,288,4,100,17,75,83,92,-1.40982626424117,-0.600501406888886
"100086",1.165,3,70.4,87,179,NA,0,91,13,78,92,94,-0.350583829274415,2.61255101599406
"100086",1.3377,3,70.4,87,179,NA,0,91,13,78,92,94,-0.350583829274415,2.61255101599406
"100086",1.2096,3,70.4,87,179,NA,0,91,13,78,92,94,-0.350583829274415,2.61255101599406
"100086",1.0329,3,70.4,87,179,NA,0,91,13,78,92,94,-0.350583829274415,2.61255101599406
"100086",1.0783,3,70.4,87,179,NA,0,91,13,78,92,94,-0.350583829274415,2.61255101599406
"100087",0.9575,4,1.2,55,210,309,2,99,19,69,81,96,-1.7853405421018,-0.854961879246669
"100087",0.883,4,1.2,55,210,309,2,99,19,69,81,96,-1.7853405421018,-0.854961879246669
"100087",0.9562,4,1.2,55,210,309,2,99,19,69,81,96,-1.7853405421018,-0.854961879246669
"100087",0.9283,4,1.2,55,210,309,2,99,19,69,81,96,-1.7853405421018,-0.854961879246669
"100087",0.7881,4,1.2,55,210,309,2,99,19,69,81,96,-1.7853405421018,-0.854961879246669
"100087",1.0081,4,1.2,55,210,309,2,99,19,69,81,96,-1.7853405421018,-0.854961879246669
"100088",0.9881,4,1.1,95,167,346,2,92,17,53,85,85,-1.3880208528728,-0.576884145059231
"100088",1.212,4,1.1,95,167,346,2,92,17,53,85,85,-1.3880208528728,-0.576884145059231
"100088",0.9101,4,1.1,95,167,346,2,92,17,53,85,85,-1.3880208528728,-0.576884145059231
"100088",0.9882,4,1.1,95,167,346,2,92,17,53,85,85,-1.3880208528728,-0.576884145059231
"100088",0.9566,4,1.1,95,167,346,2,92,17,53,85,85,-1.3880208528728,-0.576884145059231
"100088",1.0068,4,1.1,95,167,346,2,92,17,53,85,85,-1.3880208528728,-0.576884145059231
"100090",1.0095,3,3.4,78,156,282,2,73,19,49,73,94,-0.53062774002166,-0.77663817307298
"100090",1.0396,3,3.4,78,156,282,2,73,19,49,73,94,-0.53062774002166,-0.77663817307298
"100090",1.0133,3,3.4,78,156,282,2,73,19,49,73,94,-0.53062774002166,-0.77663817307298
"100090",1.0909,3,3.4,78,156,282,2,73,19,49,73,94,-0.53062774002166,-0.77663817307298
"100090",0.8873,3,3.4,78,156,282,2,73,19,49,73,94,-0.53062774002166,-0.77663817307298
"100090",0.9383,3,3.4,78,156,282,2,73,19,49,73,94,-0.53062774002166,-0.77663817307298
"100092",0.9635,2,0,81,159,250,3,94,19,73,87,97,-0.129230061638976,-0.905205818901384
"100092",0.9338,2,0,81,159,250,3,94,19,73,87,97,-0.129230061638976,-0.905205818901384
"100092",0.9844,2,0,81,159,250,3,94,19,73,87,97,-0.129230061638976,-0.905205818901384
"100092",0.9309,2,0,81,159,250,3,94,19,73,87,97,-0.129230061638976,-0.905205818901384
"100092",1.1156,2,0,81,159,250,3,94,19,73,87,97,-0.129230061638976,-0.905205818901384
"100093",0.9496,3,1,56,211,260,1,98,NA,38,61,97,-0.956979328366241,-0.283390026830237
"100093",0.9524,3,1,56,211,260,1,98,NA,38,61,97,-0.956979328366241,-0.283390026830237
"100093",0.9767,3,1,56,211,260,1,98,NA,38,61,97,-0.956979328366241,-0.283390026830237
"100093",0.9152,3,1,56,211,260,1,98,NA,38,61,97,-0.956979328366241,-0.283390026830237
"100093",1.059,3,1,56,211,260,1,98,NA,38,61,97,-0.956979328366241,-0.283390026830237
"100093",0.9764,3,1,56,211,260,1,98,NA,38,61,97,-0.956979328366241,-0.283390026830237
"100099",1.018,2,0.1,64,137,NA,0,82,14,75,82,99,0.661541392085397,-0.174004983895773
"100099",1.0652,2,0.1,64,137,NA,0,82,14,75,82,99,0.661541392085397,-0.174004983895773
"100099",1.0228,2,0.1,64,137,NA,0,82,14,75,82,99,0.661541392085397,-0.174004983895773
"100105",0.9254,3,7.4,73,229,290,2,97,17,45,69,57,-1.45502250674927,-0.33544746152714
"100105",1.0959,3,7.4,73,229,290,2,97,17,45,69,57,-1.45502250674927,-0.33544746152714
"100105",0.9317,3,7.4,73,229,290,2,97,17,45,69,57,-1.45502250674927,-0.33544746152714
"100105",0.9662,3,7.4,73,229,290,2,97,17,45,69,57,-1.45502250674927,-0.33544746152714
"100105",0.8576,3,7.4,73,229,290,2,97,17,45,69,57,-1.45502250674927,-0.33544746152714
"100105",0.9686,3,7.4,73,229,290,2,97,17,45,69,57,-1.45502250674927,-0.33544746152714
"100107",1.0276,2,1.1,69,128,NA,3,93,14,61,82,87,0.258390744822927,-0.137338876897959
"100107",0.9831,2,1.1,69,128,NA,3,93,14,61,82,87,0.258390744822927,-0.137338876897959
"100107",1.0814,2,1.1,69,128,NA,3,93,14,61,82,87,0.258390744822927,-0.137338876897959
"100109",0.965,3,1,77,149,NA,2,NA,16,48,64,95,-0.324721064334096,-0.43231189347276
"100109",0.978,3,1,77,149,NA,2,NA,16,48,64,95,-0.324721064334096,-0.43231189347276
"100109",1.0625,3,1,77,149,NA,2,NA,16,48,64,95,-0.324721064334096,-0.43231189347276
"100109",1.0601,3,1,77,149,NA,2,NA,16,48,64,95,-0.324721064334096,-0.43231189347276
"100109",0.9661,3,1,77,149,NA,2,NA,16,48,64,95,-0.324721064334096,-0.43231189347276
"100110",1.064,4,0,38,125,216,0,NA,11,78,89,95,-0.0712738658320748,0.261776101514821
"100110",1.0872,4,0,38,125,216,0,NA,11,78,89,95,-0.0712738658320748,0.261776101514821
"100110",1.0194,4,0,38,125,216,0,NA,11,78,89,95,-0.0712738658320748,0.261776101514821
"100110",1.0584,4,0,38,125,216,0,NA,11,78,89,95,-0.0712738658320748,0.261776101514821
"100110",1.1329,4,0,38,125,216,0,NA,11,78,89,95,-0.0712738658320748,0.261776101514821
"100113",1.1594,4,4.2,82,241,465,4,80,16,75,86,91,-3.05879287440838,-0.312833765960046
"100113",1.0386,4,4.2,82,241,465,4,80,16,75,86,91,-3.05879287440838,-0.312833765960046
"100113",1.0099,4,4.2,82,241,465,4,80,16,75,86,91,-3.05879287440838,-0.312833765960046
"100113",0.9178,4,4.2,82,241,465,4,80,16,75,86,91,-3.05879287440838,-0.312833765960046
"100113",0.9491,4,4.2,82,241,465,4,80,16,75,86,91,-3.05879287440838,-0.312833765960046
"100113",0.9808,4,4.2,82,241,465,4,80,16,75,86,91,-3.05879287440838,-0.312833765960046
"100117",1.0216,2,1.2,95,192,NA,1,98,18,61,87,76,-0.184864326197397,-0.717943802813448
"100117",0.9623,2,1.2,95,192,NA,1,98,18,61,87,76,-0.184864326197397,-0.717943802813448
"100117",0.895,2,1.2,95,192,NA,1,98,18,61,87,76,-0.184864326197397,-0.717943802813448
"100117",1.0133,2,1.2,95,192,NA,1,98,18,61,87,76,-0.184864326197397,-0.717943802813448
"100117",1.0158,2,1.2,95,192,NA,1,98,18,61,87,76,-0.184864326197397,-0.717943802813448
"100118",0.9787,3,2.6,48,157,253,1,99,20,85,91,100,-0.269361819907235,-0.945721152529538
"100118",1.008,3,2.6,48,157,253,1,99,20,85,91,100,-0.269361819907235,-0.945721152529538
"100118",0.9989,3,2.6,48,157,253,1,99,20,85,91,100,-0.269361819907235,-0.945721152529538
"100118",0.9928,3,2.6,48,157,253,1,99,20,85,91,100,-0.269361819907235,-0.945721152529538
"100118",1.0364,3,2.6,48,157,253,1,99,20,85,91,100,-0.269361819907235,-0.945721152529538
"100121",0.9549,3,0.4,51,129,NA,1,89,18,72,87,96,0.0920161035722212,-0.739470924340026
"100121",1.0348,3,0.4,51,129,NA,1,89,18,72,87,96,0.0920161035722212,-0.739470924340026
"100121",1.0182,3,0.4,51,129,NA,1,89,18,72,87,96,0.0920161035722212,-0.739470924340026
"100121",1.0497,3,0.4,51,129,NA,1,89,18,72,87,96,0.0920161035722212,-0.739470924340026
"100122",0.9108,2,0.2,60,150,177,1,56,10,47,80,90,0.581269715385877,0.409835137281649
"100122",0.9943,2,0.2,60,150,177,1,56,10,47,80,90,0.581269715385877,0.409835137281649
"100122",0.9668,2,0.2,60,150,177,1,56,10,47,80,90,0.581269715385877,0.409835137281649
"100122",1.0134,2,0.2,60,150,177,1,56,10,47,80,90,0.581269715385877,0.409835137281649
"100124",1.0062,3,72.1,58,115,NA,1,88,20,65,88,98,0.263883523722812,1.66843441817327
"100124",0.8968,3,72.1,58,115,NA,1,88,20,65,88,98,0.263883523722812,1.66843441817327
"100124",1.0442,3,72.1,58,115,NA,1,88,20,65,88,98,0.263883523722812,1.66843441817327
"100124",0.9404,3,72.1,58,115,NA,1,88,20,65,88,98,0.263883523722812,1.66843441817327
"100124",1.0442,3,72.1,58,115,NA,1,88,20,65,88,98,0.263883523722812,1.66843441817327
"100125",0.9134,4,0,87,232,278,3,100,11,76,89,99,-2.11724308289576,0.252214040527021
"100125",1.0213,4,0,87,232,278,3,100,11,76,89,99,-2.11724308289576,0.252214040527021
"100125",0.9863,4,0,87,232,278,3,100,11,76,89,99,-2.11724308289576,0.252214040527021
"100126",0.9847,1,0,26,92,130,0,60,23,89,94,99,2.12687210934191,-1.47376825532241
"100126",1.124,1,0,26,92,130,0,60,23,89,94,99,2.12687210934191,-1.47376825532241
"100126",1.0083,1,0,26,92,130,0,60,23,89,94,99,2.12687210934191,-1.47376825532241
"100126",0.9873,1,0,26,92,130,0,60,23,89,94,99,2.12687210934191,-1.47376825532241
"100126",1.0107,1,0,26,92,130,0,60,23,89,94,99,2.12687210934191,-1.47376825532241
"100127",0.9914,4,1.1,40,192,235,2,98,20,78,88,98,-1.30325051372686,-1.00062274097536
"100127",0.8707,4,1.1,40,192,235,2,98,20,78,88,98,-1.30325051372686,-1.00062274097536
"100127",1.1221,4,1.1,40,192,235,2,98,20,78,88,98,-1.30325051372686,-1.00062274097536
"100127",0.9682,4,1.1,40,192,235,2,98,20,78,88,98,-1.30325051372686,-1.00062274097536
"100127",0.9313,4,1.1,40,192,235,2,98,20,78,88,98,-1.30325051372686,-1.00062274097536
"100127",1.0201,4,1.1,40,192,235,2,98,20,78,88,98,-1.30325051372686,-1.00062274097536
"100128",1.0012,4,0.6,74,228,270,2,95,16,57,84,90,-1.86869689064774,-0.446783192170094
"100128",1.1331,4,0.6,74,228,270,2,95,16,57,84,90,-1.86869689064774,-0.446783192170094
"100128",1.084,4,0.6,74,228,270,2,95,16,57,84,90,-1.86869689064774,-0.446783192170094
"100128",1.056,4,0.6,74,228,270,2,95,16,57,84,90,-1.86869689064774,-0.446783192170094
"100128",0.935,4,0.6,74,228,270,2,95,16,57,84,90,-1.86869689064774,-0.446783192170094
"100128",1.004,4,0.6,74,228,270,2,95,16,57,84,90,-1.86869689064774,-0.446783192170094
"100130",0.9552,2,0.5,69,159,471,4,NA,23,77,89,92,-1.08026662009562,-1.46333853794607
"100131",1.0376,3,0,24,143,175,1,78,14,60,89,91,0.177737697824442,-0.169963402574777
"100131",0.9901,3,0,24,143,175,1,78,14,60,89,91,0.177737697824442,-0.169963402574777
"100131",1.0783,3,0,24,143,175,1,78,14,60,89,91,0.177737697824442,-0.169963402574777
"100131",1.0319,3,0,24,143,175,1,78,14,60,89,91,0.177737697824442,-0.169963402574777
"100131",1.164,3,0,24,143,175,1,78,14,60,89,91,0.177737697824442,-0.169963402574777
"100132",0.8999,2,1.2,51,180,307,2,100,17,77,87,93,-0.416950058120292,-0.564533621829713
"100132",0.8937,2,1.2,51,180,307,2,100,17,77,87,93,-0.416950058120292,-0.564533621829713
"100132",0.9341,2,1.2,51,180,307,2,100,17,77,87,93,-0.416950058120292,-0.564533621829713
"100132",0.9363,2,1.2,51,180,307,2,100,17,77,87,93,-0.416950058120292,-0.564533621829713
"100134",0.9926,1,1,46,150,NA,3,NA,16,NA,NA,NA,0.484836331208611,-0.426262426317214
"100134",1.0164,1,1,46,150,NA,3,NA,16,NA,NA,NA,0.484836331208611,-0.426262426317214
"100134",0.9664,1,1,46,150,NA,3,NA,16,NA,NA,NA,0.484836331208611,-0.426262426317214
"100135",0.8686,4,10.8,85,193,252,3,94,15,65,79,90,-1.54672552280637,0.0798407037841756
"100135",1.0415,4,10.8,85,193,252,3,94,15,65,79,90,-1.54672552280637,0.0798407037841756
"100135",1.1286,4,10.8,85,193,252,3,94,15,65,79,90,-1.54672552280637,0.0798407037841756
"100135",0.9518,4,10.8,85,193,252,3,94,15,65,79,90,-1.54672552280637,0.0798407037841756
"100135",0.9759,4,10.8,85,193,252,3,94,15,65,79,90,-1.54672552280637,0.0798407037841756
"100135",1.0077,4,10.8,85,193,252,3,94,15,65,79,90,-1.54672552280637,0.0798407037841756
"100137",1.0931,3,1.6,61,123,NA,1,82,14,81,87,92,0.165673569351046,-0.116956810330238
"100137",1.1575,3,1.6,61,123,NA,1,82,14,81,87,92,0.165673569351046,-0.116956810330238
"100137",1.0097,3,1.6,61,123,NA,1,82,14,81,87,92,0.165673569351046,-0.116956810330238
"100137",0.9969,3,1.6,61,123,NA,1,82,14,81,87,92,0.165673569351046,-0.116956810330238
"100137",1.0982,3,1.6,61,123,NA,1,82,14,81,87,92,0.165673569351046,-0.116956810330238
"100140",0.9752,2,0.8,95,187,266,1,95,15,57,78,80,-0.186998204156832,-0.298529012301473
"100140",0.9937,2,0.8,95,187,266,1,95,15,57,78,80,-0.186998204156832,-0.298529012301473
"100140",0.9853,2,0.8,95,187,266,1,95,15,57,78,80,-0.186998204156832,-0.298529012301473
"100142",1.077,2,0.6,67,132,188,2,98,12,74,89,85,0.592215047753244,0.133878178562027
"100142",0.9458,2,0.6,67,132,188,2,98,12,74,89,85,0.592215047753244,0.133878178562027
"100142",1.0009,2,0.6,67,132,188,2,98,12,74,89,85,0.592215047753244,0.133878178562027
"100142",1.0626,2,0.6,67,132,188,2,98,12,74,89,85,0.592215047753244,0.133878178562027
"100150",1.0184,2,63.9,48,144,184,0,100,13,67,82,98,0.801439146692019,2.37548975716991
"100150",0.9569,2,63.9,48,144,184,0,100,13,67,82,98,0.801439146692019,2.37548975716991
"100150",0.8741,2,63.9,48,144,184,0,100,13,67,82,98,0.801439146692019,2.37548975716991
"100150",0.9771,2,63.9,48,144,184,0,100,13,67,82,98,0.801439146692019,2.37548975716991
"100151",0.8864,3,22.8,69,202,NA,1,87,22,64,83,92,-0.804149730070145,-0.47910194404014
"100151",0.9987,3,22.8,69,202,NA,1,87,22,64,83,92,-0.804149730070145,-0.47910194404014
"100151",1.0526,3,22.8,69,202,NA,1,87,22,64,83,92,-0.804149730070145,-0.47910194404014
"100151",0.9956,3,22.8,69,202,NA,1,87,22,64,83,92,-0.804149730070145,-0.47910194404014
"100151",0.8905,3,22.8,69,202,NA,1,87,22,64,83,92,-0.804149730070145,-0.47910194404014
"100151",1.0864,3,22.8,69,202,NA,1,87,22,64,83,92,-0.804149730070145,-0.47910194404014
"100154",1.0573,3,0,88,190,NA,1,100,11,83,90,96,-0.656834798512495,0.252018896425229
"100154",1.0713,3,0,88,190,NA,1,100,11,83,90,96,-0.656834798512495,0.252018896425229
"100154",1.0303,3,0,88,190,NA,1,100,11,83,90,96,-0.656834798512495,0.252018896425229
"100154",0.9608,3,0,88,190,NA,1,100,11,83,90,96,-0.656834798512495,0.252018896425229
"100154",0.898,3,0,88,190,NA,1,100,11,83,90,96,-0.656834798512495,0.252018896425229
"100156",1.0494,4,0,38,127,NA,0,NA,23,54,79,84,-0.208742086765975,-1.47610998454391
"100156",1.0736,4,0,38,127,NA,0,NA,23,54,79,84,-0.208742086765975,-1.47610998454391
"100156",1.0718,4,0,38,127,NA,0,NA,23,54,79,84,-0.208742086765975,-1.47610998454391
"100156",0.9783,4,0,38,127,NA,0,NA,23,54,79,84,-0.208742086765975,-1.47610998454391
"100157",1.1304,4,0.2,90,186,197,2,92,14,57,75,84,-1.09550561579315,-0.175314547791684
"100157",1.0242,4,0.2,90,186,197,2,92,14,57,75,84,-1.09550561579315,-0.175314547791684
"100157",1.0929,4,0.2,90,186,197,2,92,14,57,75,84,-1.09550561579315,-0.175314547791684
"100157",1.1386,4,0.2,90,186,197,2,92,14,57,75,84,-1.09550561579315,-0.175314547791684
"100157",1.1753,4,0.2,90,186,197,2,92,14,57,75,84,-1.09550561579315,-0.175314547791684
"100157",0.9848,4,0.2,90,186,197,2,92,14,57,75,84,-1.09550561579315,-0.175314547791684
"100161",1.0341,2,0,24,116,NA,1,NA,16,55,79,96,0.748130240334381,-0.459611083584566
"100161",0.9858,2,0,24,116,NA,1,NA,16,55,79,96,0.748130240334381,-0.459611083584566
"100161",1.0467,2,0,24,116,NA,1,NA,16,55,79,96,0.748130240334381,-0.459611083584566
"100161",0.9501,2,0,24,116,NA,1,NA,16,55,79,96,0.748130240334381,-0.459611083584566
"100161",1.0482,2,0,24,116,NA,1,NA,16,55,79,96,0.748130240334381,-0.459611083584566
"100161",0.9958,2,0,24,116,NA,1,NA,16,55,79,96,0.748130240334381,-0.459611083584566
"100166",0.9764,3,0,28,119,256,1,95,25,74,85,96,0.186549613451689,-1.76380622453578
"100166",0.895,3,0,28,119,256,1,95,25,74,85,96,0.186549613451689,-1.76380622453578
"100166",1.1332,3,0,28,119,256,1,95,25,74,85,96,0.186549613451689,-1.76380622453578
"100166",0.9421,3,0,28,119,256,1,95,25,74,85,96,0.186549613451689,-1.76380622453578
"100166",0.951,3,0,28,119,256,1,95,25,74,85,96,0.186549613451689,-1.76380622453578
"100167",1.0621,3,0,35,132,170,0,91,9,76,86,99,0.501631750240798,0.552009214829985
"100167",1.0852,3,0,35,132,170,0,91,9,76,86,99,0.501631750240798,0.552009214829985
"100167",1.0606,3,0,35,132,170,0,91,9,76,86,99,0.501631750240798,0.552009214829985
"100167",0.9688,3,0,35,132,170,0,91,9,76,86,99,0.501631750240798,0.552009214829985
"100167",0.9683,3,0,35,132,170,0,91,9,76,86,99,0.501631750240798,0.552009214829985
"100168",1.0383,NA,0.1,79,208,148,NA,95,15,71,85,98,-0.0284225713754337,-0.321755985927545
"100168",0.9531,NA,0.1,79,208,148,NA,95,15,71,85,98,-0.0284225713754337,-0.321755985927545
"100168",0.999,NA,0.1,79,208,148,NA,95,15,71,85,98,-0.0284225713754337,-0.321755985927545
"100168",1.0534,NA,0.1,79,208,148,NA,95,15,71,85,98,-0.0284225713754337,-0.321755985927545
"100168",1.1156,NA,0.1,79,208,148,NA,95,15,71,85,98,-0.0284225713754337,-0.321755985927545
"100168",0.9795,NA,0.1,79,208,148,NA,95,15,71,85,98,-0.0284225713754337,-0.321755985927545
"100173",0.9634,4,1.8,68,166,272,3,78,16,76,87,98,-1.28583925951476,-0.400442134551215
"100173",1.0111,4,1.8,68,166,272,3,78,16,76,87,98,-1.28583925951476,-0.400442134551215
"100173",0.936,4,1.8,68,166,272,3,78,16,76,87,98,-1.28583925951476,-0.400442134551215
"100173",0.9309,4,1.8,68,166,272,3,78,16,76,87,98,-1.28583925951476,-0.400442134551215
"100173",1.197,4,1.8,68,166,272,3,78,16,76,87,98,-1.28583925951476,-0.400442134551215
"100173",1.0526,4,1.8,68,166,272,3,78,16,76,87,98,-1.28583925951476,-0.400442134551215
"100175",1.0174,1,0.5,53,164,217,2,90,23,75,85,97,0.593568308740226,-1.4602162323174
"100175",0.9902,1,0.5,53,164,217,2,90,23,75,85,97,0.593568308740226,-1.4602162323174
"100175",1.0056,1,0.5,53,164,217,2,90,23,75,85,97,0.593568308740226,-1.4602162323174
"100176",1.1135,2,0.7,24,151,NA,1,88,20,69,87,97,0.318461689957904,-1.0125571663494
"100176",1.2278,2,0.7,24,151,NA,1,88,20,69,87,97,0.318461689957904,-1.0125571663494
"100176",1.0183,2,0.7,24,151,NA,1,88,20,69,87,97,0.318461689957904,-1.0125571663494
"100176",1.0386,2,0.7,24,151,NA,1,88,20,69,87,97,0.318461689957904,-1.0125571663494
"100176",1.0066,2,0.7,24,151,NA,1,88,20,69,87,97,0.318461689957904,-1.0125571663494
"100176",0.9601,2,0.7,24,151,NA,1,88,20,69,87,97,0.318461689957904,-1.0125571663494
"100177",0.8895,2,41.5,63,174,312,1,96,17,86,94,100,-0.18972339354284,0.95009029747174
"100177",0.9418,2,41.5,63,174,312,1,96,17,86,94,100,-0.18972339354284,0.95009029747174
"100177",0.9046,2,41.5,63,174,312,1,96,17,86,94,100,-0.18972339354284,0.95009029747174
"100177",0.8772,2,41.5,63,174,312,1,96,17,86,94,100,-0.18972339354284,0.95009029747174
"100177",0.9339,2,41.5,63,174,312,1,96,17,86,94,100,-0.18972339354284,0.95009029747174
"100179",0.9653,4,0.1,23,118,151,1,95,15,66,85,96,0.0728076435838903,-0.310827916227203
"100179",0.9893,4,0.1,23,118,151,1,95,15,66,85,96,0.0728076435838903,-0.310827916227203
"100179",1.0545,4,0.1,23,118,151,1,95,15,66,85,96,0.0728076435838903,-0.310827916227203
"100179",1.0514,4,0.1,23,118,151,1,95,15,66,85,96,0.0728076435838903,-0.310827916227203
"100179",1.0395,4,0.1,23,118,151,1,95,15,66,85,96,0.0728076435838903,-0.310827916227203
"100179",1.0191,4,0.1,23,118,151,1,95,15,66,85,96,0.0728076435838903,-0.310827916227203
"100180",1.0493,2,0,35,120,NA,0,52,19,76,85,100,0.8702375451254,-0.89622919021896
"100180",1.0833,2,0,35,120,NA,0,52,19,76,85,100,0.8702375451254,-0.89622919021896
"100180",1.0372,2,0,35,120,NA,0,52,19,76,85,100,0.8702375451254,-0.89622919021896
"100181",1.0652,1,1.3,32,185,264,0,100,7,92,94,100,0.512346760592361,0.891176703903955
"100183",0.9587,2,80.1,74,132,158,1,NA,6,46,79,90,0.869285828799795,3.99398049966731
"100183",1.0301,2,80.1,74,132,158,1,NA,6,46,79,90,0.869285828799795,3.99398049966731
"100183",0.9575,2,80.1,74,132,158,1,NA,6,46,79,90,0.869285828799795,3.99398049966731
"100187",0.9758,3,0,76,174,366,2,88,5,65,84,88,-1.04800393475315,1.1233036686761
"100187",1.0175,3,0,76,174,366,2,88,5,65,84,88,-1.04800393475315,1.1233036686761
"100187",0.9939,3,0,76,174,366,2,88,5,65,84,88,-1.04800393475315,1.1233036686761
"100187",1.0207,3,0,76,174,366,2,88,5,65,84,88,-1.04800393475315,1.1233036686761
"100187",1.0852,3,0,76,174,366,2,88,5,65,84,88,-1.04800393475315,1.1233036686761
"100189",1.0065,3,0,36,146,150,0,79,15,80,89,98,0.400336662803306,-0.317128972301174
"100189",1.0801,3,0,36,146,150,0,79,15,80,89,98,0.400336662803306,-0.317128972301174
"100189",1.051,3,0,36,146,150,0,79,15,80,89,98,0.400336662803306,-0.317128972301174
"100189",1.0963,3,0,36,146,150,0,79,15,80,89,98,0.400336662803306,-0.317128972301174
"100191",1.0989,4,0,34,116,408,0,NA,20,85,92,97,-0.638282061209589,-1.04085788662206
"100191",1.1685,4,0,34,116,408,0,NA,20,85,92,97,-0.638282061209589,-1.04085788662206
"100191",1.0959,4,0,34,116,408,0,NA,20,85,92,97,-0.638282061209589,-1.04085788662206
"100191",1.0465,4,0,34,116,408,0,NA,20,85,92,97,-0.638282061209589,-1.04085788662206
"100191",1.0166,4,0,34,116,408,0,NA,20,85,92,97,-0.638282061209589,-1.04085788662206
"100200",1.0526,2,62.3,85,135,202,1,96,12,79,92,95,0.677197963941564,2.45286634189767
"100200",1.0467,2,62.3,85,135,202,1,96,12,79,92,95,0.677197963941564,2.45286634189767
"100200",1.0067,2,62.3,85,135,202,1,96,12,79,92,95,0.677197963941564,2.45286634189767
"100204",0.9791,4,0,24,111,NA,0,100,17,67,88,87,-0.0123221780224428,-0.604434924089461
"100204",1.1386,4,0,24,111,NA,0,100,17,67,88,87,-0.0123221780224428,-0.604434924089461
"100204",0.982,4,0,24,111,NA,0,100,17,67,88,87,-0.0123221780224428,-0.604434924089461
"100204",1.0696,4,0,24,111,NA,0,100,17,67,88,87,-0.0123221780224428,-0.604434924089461
"100204",1.1092,4,0,24,111,NA,0,100,17,67,88,87,-0.0123221780224428,-0.604434924089461
"100204",0.9391,4,0,24,111,NA,0,100,17,67,88,87,-0.0123221780224428,-0.604434924089461
"100206",1.0854,3,0,29,94,151,1,16,16,71,80,97,0.863960467607229,-0.460586804093525
"100206",1.1015,3,0,29,94,151,1,16,16,71,80,97,0.863960467607229,-0.460586804093525
"100206",0.9924,3,0,29,94,151,1,16,16,71,80,97,0.863960467607229,-0.460586804093525
"100206",1.0092,3,0,29,94,151,1,16,16,71,80,97,0.863960467607229,-0.460586804093525
"100209",0.9691,4,0,26,131,NA,0,100,8,67,85,97,-0.257847063951858,0.698589352251006
"100209",0.9595,4,0,26,131,NA,0,100,8,67,85,97,-0.257847063951858,0.698589352251006
"100209",1.0097,4,0,26,131,NA,0,100,8,67,85,97,-0.257847063951858,0.698589352251006
"100209",1.0862,4,0,26,131,NA,0,100,8,67,85,97,-0.257847063951858,0.698589352251006
"100211",0.8784,2,0.5,65,150,NA,2,100,23,83,92,98,0.159525652277473,-1.46255796153891
"100211",1.0582,2,0.5,65,150,NA,2,100,23,83,92,98,0.159525652277473,-1.46255796153891
"100211",1.0333,2,0.5,65,150,NA,2,100,23,83,92,98,0.159525652277473,-1.46255796153891
"100211",0.9468,2,0.5,65,150,NA,2,100,23,83,92,98,0.159525652277473,-1.46255796153891
"100212",1.0589,4,0,37,113,166,1,75,16,61,90,81,0.0812596155314198,-0.46214795690786
"100212",1.0924,4,0,37,113,166,1,75,16,61,90,81,0.0812596155314198,-0.46214795690786
"100212",1.0273,4,0,37,113,166,1,75,16,61,90,81,0.0812596155314198,-0.46214795690786
"100212",1.0303,4,0,37,113,166,1,75,16,61,90,81,0.0812596155314198,-0.46214795690786
"100212",1.0477,4,0,37,113,166,1,75,16,61,90,81,0.0812596155314198,-0.46214795690786
"100212",1.1141,4,0,37,113,166,1,75,16,61,90,81,0.0812596155314198,-0.46214795690786
"100213",1.0922,3,0.1,23,158,245,0,86,20,65,81,94,-0.0821968491415638,-1.03494711875168
"100213",0.7782,3,0.1,23,158,245,0,86,20,65,81,94,-0.0821968491415638,-1.03494711875168
"100213",1.0137,3,0.1,23,158,245,0,86,20,65,81,94,-0.0821968491415638,-1.03494711875168
"100213",1.0063,3,0.1,23,158,245,0,86,20,65,81,94,-0.0821968491415638,-1.03494711875168
"100213",1.1004,3,0.1,23,158,245,0,86,20,65,81,94,-0.0821968491415638,-1.03494711875168
"100213",0.996,3,0.1,23,158,245,0,86,20,65,81,94,-0.0821968491415638,-1.03494711875168
"100217",1.0224,2,0.2,56,127,202,4,78,21,58,78,95,0.261771072382624,-1.18244653186502
"100217",1.05,2,0.2,56,127,202,4,78,21,58,78,95,0.261771072382624,-1.18244653186502
"100217",1.034,2,0.2,56,127,202,4,78,21,58,78,95,0.261771072382624,-1.18244653186502
